Date,Product_ID,Product_Name,Category,Units_Sold,Revenue,Stock_Level
2025-02-15,P006,Rain Jacket,Clothing,3,180,6
2025-02-15,P007,Coffee Maker,Home Appliances,18,1440,199
2025-02-16,P001,Winter Coat,Clothing,1,100,198
2025-02-16,P002,T-Shirt,Clothing,6,150,195
2025-02-16,P003,Chocolate Box,Food,33,660,154
2025-02-16,P004,LED TV,Electronics,23,9200,110
2025-02-16,P005,Notebook Pack,Stationery,16,80,161
2025-02-16,P006,Rain Jacket,Clothing,3,180,91
2025-02-16,P007,Coffee Maker,Home Appliances,18,1440,65
2025-02-17,P001,Winter Coat,Clothing,1,100,191
2025-02-17,P002,T-Shirt,Clothing,25,625,96
2025-02-17,P003,Chocolate Box,Food,35,700,44
2025-02-17,P004,LED TV,Electronics,24,9600,123
2025-02-17,P005,Notebook Pack,Stationery,20,100,121
2025-02-17,P006,Rain Jacket,Clothing,3,180,37
2025-02-17,P007,Coffee Maker,Home Appliances,25,2000,46
2025-02-18,P001,Winter Coat,Clothing,1,100,118
2025-02-18,P002,T-Shirt,Clothing,17,425,82
2025-02-18,P003,Chocolate Box,Food,23,460,29
2025-02-18,P004,LED TV,Electronics,17,6800,174
2025-02-18,P005,Notebook Pack,Stationery,2,10,115
2025-02-18,P006,Rain Jacket,Clothing,5,300,64
2025-02-18,P007,Coffee Maker,Home Appliances,3,240,33
2025-02-19,P001,Winter Coat,Clothing,0,0,177
2025-02-19,P002,T-Shirt,Clothing,5,125,46
2025-02-19,P003,Chocolate Box,Food,37,740,194
2025-02-19,P004,LED TV,Electronics,5,2000,176
2025-02-19,P005,Notebook Pack,Stationery,3,15,165
2025-02-19,P006,Rain Jacket,Clothing,5,300,162
2025-02-19,P007,Coffee Maker,Home Appliances,15,1200,47
2025-02-20,P001,Winter Coat,Clothing,3,300,105
2025-02-20,P002,T-Shirt,Clothing,2,50,94
2025-02-20,P003,Chocolate Box,Food,25,500,147
2025-02-20,P004,LED TV,Electronics,10,4000,175
2025-02-20,P005,Notebook Pack,Stationery,21,105,38
2025-02-20,P006,Rain Jacket,Clothing,5,300,42
2025-02-20,P007,Coffee Maker,Home Appliances,4,320,180
2025-02-21,P001,Winter Coat,Clothing,5,500,162
2025-02-21,P002,T-Shirt,Clothing,14,350,124
2025-02-21,P003,Chocolate Box,Food,39,780,58
2025-02-21,P004,LED TV,Electronics,10,4000,68
2025-02-21,P005,Notebook Pack,Stationery,23,115,151
2025-02-21,P006,Rain Jacket,Clothing,5,300,147
2025-02-21,P007,Coffee Maker,Home Appliances,20,1600,196
2025-02-22,P001,Winter Coat,Clothing,1,100,105
2025-02-22,P002,T-Shirt,Clothing,16,400,57
2025-02-22,P003,Chocolate Box,Food,38,760,111
2025-02-22,P004,LED TV,Electronics,18,7200,114
2025-02-22,P005,Notebook Pack,Stationery,17,85,118
2025-02-22,P006,Rain Jacket,Clothing,2,120,129
2025-02-22,P007,Coffee Maker,Home Appliances,23,1840,43
2025-02-23,P001,Winter Coat,Clothing,4,400,163
2025-02-23,P002,T-Shirt,Clothing,7,175,76
2025-02-23,P003,Chocolate Box,Food,46,920,111
2025-02-23,P004,LED TV,Electronics,5,2000,194
2025-02-23,P005,Notebook Pack,Stationery,9,45,169
2025-02-23,P006,Rain Jacket,Clothing,5,300,198
2025-02-23,P007,Coffee Maker,Home Appliances,8,640,125
2025-02-24,P001,Winter Coat,Clothing,3,300,43
2025-02-24,P002,T-Shirt,Clothing,19,475,28
2025-02-24,P003,Chocolate Box,Food,29,580,141
2025-02-24,P004,LED TV,Electronics,10,4000,17
2025-02-24,P005,Notebook Pack,Stationery,18,90,105
2025-02-24,P006,Rain Jacket,Clothing,4,240,9
2025-02-24,P007,Coffee Maker,Home Appliances,12,960,68
2025-02-25,P001,Winter Coat,Clothing,2,200,86
2025-02-25,P002,T-Shirt,Clothing,17,425,90
2025-02-25,P003,Chocolate Box,Food,46,920,63
2025-02-25,P004,LED TV,Electronics,7,2800,108
2025-02-25,P005,Notebook Pack,Stationery,3,15,143
2025-02-25,P006,Rain Jacket,Clothing,4,240,81
2025-02-25,P007,Coffee Maker,Home Appliances,11,880,124
2025-02-26,P001,Winter Coat,Clothing,2,200,185
2025-02-26,P002,T-Shirt,Clothing,9,225,66
2025-02-26,P003,Chocolate Box,Food,47,940,107
2025-02-26,P004,LED TV,Electronics,8,3200,13
2025-02-26,P005,Notebook Pack,Stationery,7,35,86
2025-02-26,P006,Rain Jacket,Clothing,4,240,109
2025-02-26,P007,Coffee Maker,Home Appliances,23,1840,146
2025-02-27,P001,Winter Coat,Clothing,4,400,157
2025-02-27,P002,T-Shirt,Clothing,23,575,108
2025-02-27,P003,Chocolate Box,Food,43,860,54
2025-02-27,P004,LED TV,Electronics,10,4000,121
2025-02-27,P005,Notebook Pack,Stationery,24,120,112
2025-02-27,P006,Rain Jacket,Clothing,5,300,32
2025-02-27,P007,Coffee Maker,Home Appliances,10,800,40
2025-02-28,P001,Winter Coat,Clothing,5,500,81
2025-02-28,P002,T-Shirt,Clothing,16,400,180
2025-02-28,P003,Chocolate Box,Food,48,960,134
2025-02-28,P004,LED TV,Electronics,9,3600,51
2025-02-28,P005,Notebook Pack,Stationery,5,25,101
2025-02-28,P006,Rain Jacket,Clothing,1,60,7
2025-02-28,P007,Coffee Maker,Home Appliances,4,320,70
2025-03-01,P001,Winter Coat,Clothing,3,300,27
2025-03-01,P002,T-Shirt,Clothing,21,525,33
2025-03-01,P003,Chocolate Box,Food,18,360,185
2025-03-01,P004,LED TV,Electronics,23,9200,133
2025-03-01,P005,Notebook Pack,Stationery,7,35,29
2025-03-01,P006,Rain Jacket,Clothing,4,240,158
2025-03-01,P007,Coffee Maker,Home Appliances,10,800,139
2025-03-02,P001,Winter Coat,Clothing,1,100,73
2025-03-02,P002,T-Shirt,Clothing,8,200,159
2025-03-02,P003,Chocolate Box,Food,13,260,108
2025-03-02,P004,LED TV,Electronics,3,1200,183
2025-03-02,P005,Notebook Pack,Stationery,9,45,46
2025-03-02,P006,Rain Jacket,Clothing,5,300,98
2025-03-02,P007,Coffee Maker,Home Appliances,9,720,96
2025-03-03,P001,Winter Coat,Clothing,2,200,39
2025-03-03,P002,T-Shirt,Clothing,17,425,42
2025-03-03,P003,Chocolate Box,Food,12,240,140
2025-03-03,P004,LED TV,Electronics,15,6000,192
2025-03-03,P005,Notebook Pack,Stationery,25,125,104
2025-03-03,P006,Rain Jacket,Clothing,4,240,106
2025-03-03,P007,Coffee Maker,Home Appliances,5,400,178
2025-03-04,P001,Winter Coat,Clothing,1,100,157
2025-03-04,P002,T-Shirt,Clothing,24,600,66
2025-03-04,P003,Chocolate Box,Food,19,380,162
2025-03-04,P004,LED TV,Electronics,12,4800,21
2025-03-04,P005,Notebook Pack,Stationery,6,30,156
2025-03-04,P006,Rain Jacket,Clothing,1,60,97
2025-03-04,P007,Coffee Maker,Home Appliances,6,480,116
2025-03-05,P001,Winter Coat,Clothing,5,500,173
2025-03-05,P002,T-Shirt,Clothing,5,125,15
2025-03-05,P003,Chocolate Box,Food,19,380,162
2025-03-05,P004,LED TV,Electronics,19,7600,196
2025-03-05,P005,Notebook Pack,Stationery,2,10,40
2025-03-05,P006,Rain Jacket,Clothing,2,120,11
2025-03-05,P007,Coffee Maker,Home Appliances,16,1280,161
2025-03-06,P001,Winter Coat,Clothing,1,100,58
2025-03-06,P002,T-Shirt,Clothing,4,100,28
2025-03-06,P003,Chocolate Box,Food,8,160,64
2025-03-06,P004,LED TV,Electronics,23,9200,72
2025-03-06,P005,Notebook Pack,Stationery,19,95,98
2025-03-06,P006,Rain Jacket,Clothing,1,60,135
2025-03-06,P007,Coffee Maker,Home Appliances,20,1600,164
2025-03-07,P001,Winter Coat,Clothing,3,300,90
2025-03-07,P002,T-Shirt,Clothing,2,50,192
2025-03-07,P003,Chocolate Box,Food,19,380,38
2025-03-07,P004,LED TV,Electronics,22,8800,166
2025-03-07,P005,Notebook Pack,Stationery,15,75,102
2025-03-07,P006,Rain Jacket,Clothing,2,120,12
2025-03-07,P007,Coffee Maker,Home Appliances,16,1280,87
2025-03-08,P001,Winter Coat,Clothing,4,400,71
2025-03-08,P002,T-Shirt,Clothing,21,525,200
2025-03-08,P003,Chocolate Box,Food,5,100,107
2025-03-08,P004,LED TV,Electronics,19,7600,32
2025-03-08,P005,Notebook Pack,Stationery,10,50,107
2025-03-08,P006,Rain Jacket,Clothing,5,300,28
2025-03-08,P007,Coffee Maker,Home Appliances,10,800,114
2025-03-09,P001,Winter Coat,Clothing,1,100,179
2025-03-09,P002,T-Shirt,Clothing,6,150,112
2025-03-09,P003,Chocolate Box,Food,19,380,162
2025-03-09,P004,LED TV,Electronics,19,7600,68
2025-03-09,P005,Notebook Pack,Stationery,11,55,86
2025-03-09,P006,Rain Jacket,Clothing,2,120,46
2025-03-09,P007,Coffee Maker,Home Appliances,5,400,102
2025-03-10,P001,Winter Coat,Clothing,1,100,37
2025-03-10,P002,T-Shirt,Clothing,23,575,195
2025-03-10,P003,Chocolate Box,Food,7,140,184
2025-03-10,P004,LED TV,Electronics,20,8000,27
2025-03-10,P005,Notebook Pack,Stationery,13,65,185
2025-03-10,P006,Rain Jacket,Clothing,3,180,45
2025-03-10,P007,Coffee Maker,Home Appliances,4,320,44
2025-03-11,P001,Winter Coat,Clothing,4,400,77
2025-03-11,P002,T-Shirt,Clothing,18,450,146
2025-03-11,P003,Chocolate Box,Food,9,180,142
2025-03-11,P004,LED TV,Electronics,3,1200,39
2025-03-11,P005,Notebook Pack,Stationery,15,75,173
2025-03-11,P006,Rain Jacket,Clothing,3,180,131
2025-03-11,P007,Coffee Maker,Home Appliances,20,1600,59
2025-03-12,P001,Winter Coat,Clothing,5,500,152
2025-03-12,P002,T-Shirt,Clothing,25,625,14
2025-03-12,P003,Chocolate Box,Food,17,340,128
2025-03-12,P004,LED TV,Electronics,19,7600,183
2025-03-12,P005,Notebook Pack,Stationery,18,90,141
2025-03-12,P006,Rain Jacket,Clothing,4,240,46
2025-03-12,P007,Coffee Maker,Home Appliances,13,1040,137
2025-03-13,P001,Winter Coat,Clothing,0,0,146
2025-03-13,P002,T-Shirt,Clothing,3,75,86
2025-03-13,P003,Chocolate Box,Food,12,240,99
2025-03-13,P004,LED TV,Electronics,22,8800,54
2025-03-13,P005,Notebook Pack,Stationery,3,15,108
2025-03-13,P006,Rain Jacket,Clothing,3,180,128
2025-03-13,P007,Coffee Maker,Home Appliances,6,480,11
2025-03-14,P001,Winter Coat,Clothing,5,500,16
2025-03-14,P002,T-Shirt,Clothing,19,475,31
2025-03-14,P003,Chocolate Box,Food,12,240,176
2025-03-14,P004,LED TV,Electronics,12,4800,13
2025-03-14,P005,Notebook Pack,Stationery,7,35,6
2025-03-14,P006,Rain Jacket,Clothing,2,120,102
2025-03-14,P007,Coffee Maker,Home Appliances,16,1280,75
2025-03-15,P001,Winter Coat,Clothing,5,500,184
2025-03-15,P002,T-Shirt,Clothing,18,450,28
2025-03-15,P003,Chocolate Box,Food,9,180,148
2025-03-15,P004,LED TV,Electronics,8,3200,184
2025-03-15,P005,Notebook Pack,Stationery,22,110,116
2025-03-15,P006,Rain Jacket,Clothing,2,120,70
2025-03-15,P007,Coffee Maker,Home Appliances,4,320,52
2025-03-16,P001,Winter Coat,Clothing,5,500,160
2025-03-16,P002,T-Shirt,Clothing,12,300,139
2025-03-16,P003,Chocolate Box,Food,18,360,196
2025-03-16,P004,LED TV,Electronics,2,800,18
2025-03-16,P005,Notebook Pack,Stationery,25,125,74
2025-03-16,P006,Rain Jacket,Clothing,5,300,55
2025-03-16,P007,Coffee Maker,Home Appliances,18,1440,114
2025-03-17,P001,Winter Coat,Clothing,0,0,51
2025-03-17,P002,T-Shirt,Clothing,9,225,129
2025-03-17,P003,Chocolate Box,Food,19,380,57
2025-03-17,P004,LED TV,Electronics,2,800,119
2025-03-17,P005,Notebook Pack,Stationery,12,60,50
2025-03-17,P006,Rain Jacket,Clothing,3,180,82
2025-03-17,P007,Coffee Maker,Home Appliances,14,1120,160
2025-03-18,P001,Winter Coat,Clothing,5,500,97
2025-03-18,P002,T-Shirt,Clothing,15,375,103
2025-03-18,P003,Chocolate Box,Food,19,380,178
2025-03-18,P004,LED TV,Electronics,16,6400,53
2025-03-18,P005,Notebook Pack,Stationery,11,55,95
2025-03-18,P006,Rain Jacket,Clothing,3,180,183
2025-03-18,P007,Coffee Maker,Home Appliances,20,1600,69
2025-03-19,P001,Winter Coat,Clothing,1,100,147
2025-03-19,P002,T-Shirt,Clothing,23,575,183
2025-03-19,P003,Chocolate Box,Food,9,180,29
2025-03-19,P004,LED TV,Electronics,2,800,11
2025-03-19,P005,Notebook Pack,Stationery,2,10,33
2025-03-19,P006,Rain Jacket,Clothing,2,120,67
2025-03-19,P007,Coffee Maker,Home Appliances,24,1920,153
2025-03-20,P001,Winter Coat,Clothing,1,100,39
2025-03-20,P002,T-Shirt,Clothing,18,450,109
2025-03-20,P003,Chocolate Box,Food,8,160,166
2025-03-20,P004,LED TV,Electronics,5,2000,85
2025-03-20,P005,Notebook Pack,Stationery,14,70,129
2025-03-20,P006,Rain Jacket,Clothing,1,60,192
2025-03-20,P007,Coffee Maker,Home Appliances,13,1040,59
2025-03-21,P001,Winter Coat,Clothing,1,100,59
2025-03-21,P002,T-Shirt,Clothing,20,500,45
2025-03-21,P003,Chocolate Box,Food,13,260,123
2025-03-21,P004,LED TV,Electronics,6,2400,168
2025-03-21,P005,Notebook Pack,Stationery,19,95,38
2025-03-21,P006,Rain Jacket,Clothing,4,240,104
2025-03-21,P007,Coffee Maker,Home Appliances,7,560,200
2025-03-22,P001,Winter Coat,Clothing,0,0,57
2025-03-22,P002,T-Shirt,Clothing,11,275,115
2025-03-22,P003,Chocolate Box,Food,9,180,68
2025-03-22,P004,LED TV,Electronics,2,800,33
2025-03-22,P005,Notebook Pack,Stationery,6,30,97
2025-03-22,P006,Rain Jacket,Clothing,3,180,199
2025-03-22,P007,Coffee Maker,Home Appliances,19,1520,127
2025-03-23,P001,Winter Coat,Clothing,2,200,54
2025-03-23,P002,T-Shirt,Clothing,14,350,194
2025-03-23,P003,Chocolate Box,Food,5,100,36
2025-03-23,P004,LED TV,Electronics,5,2000,60
2025-03-23,P005,Notebook Pack,Stationery,25,125,197
2025-03-23,P006,Rain Jacket,Clothing,1,60,120
2025-03-23,P007,Coffee Maker,Home Appliances,10,800,111
2025-03-24,P001,Winter Coat,Clothing,2,200,190
2025-03-24,P002,T-Shirt,Clothing,4,100,157
2025-03-24,P003,Chocolate Box,Food,16,320,75
2025-03-24,P004,LED TV,Electronics,20,8000,113
2025-03-24,P005,Notebook Pack,Stationery,22,110,190
2025-03-24,P006,Rain Jacket,Clothing,4,240,98
2025-03-24,P007,Coffee Maker,Home Appliances,16,1280,107
2025-03-25,P001,Winter Coat,Clothing,3,300,85
2025-03-25,P002,T-Shirt,Clothing,19,475,39
2025-03-25,P003,Chocolate Box,Food,16,320,160
2025-03-25,P004,LED TV,Electronics,7,2800,154
2025-03-25,P005,Notebook Pack,Stationery,4,20,175
2025-03-25,P006,Rain Jacket,Clothing,1,60,146
2025-03-25,P007,Coffee Maker,Home Appliances,24,1920,90
2025-03-26,P001,Winter Coat,Clothing,3,300,17
2025-03-26,P002,T-Shirt,Clothing,18,450,198
2025-03-26,P003,Chocolate Box,Food,6,120,68
2025-03-26,P004,LED TV,Electronics,18,7200,10
2025-03-26,P005,Notebook Pack,Stationery,13,65,11
2025-03-26,P006,Rain Jacket,Clothing,1,60,183
2025-03-26,P007,Coffee Maker,Home Appliances,10,800,52
2025-03-27,P001,Winter Coat,Clothing,2,200,163
2025-03-27,P002,T-Shirt,Clothing,14,350,25
2025-03-27,P003,Chocolate Box,Food,10,200,159
2025-03-27,P004,LED TV,Electronics,18,7200,100
2025-03-27,P005,Notebook Pack,Stationery,10,50,37
2025-03-27,P006,Rain Jacket,Clothing,5,300,172
2025-03-27,P007,Coffee Maker,Home Appliances,20,1600,35
2025-03-28,P001,Winter Coat,Clothing,3,300,148
2025-03-28,P002,T-Shirt,Clothing,18,450,61
2025-03-28,P003,Chocolate Box,Food,5,100,160
2025-03-28,P004,LED TV,Electronics,18,7200,193
2025-03-28,P005,Notebook Pack,Stationery,24,120,172
2025-03-28,P006,Rain Jacket,Clothing,2,120,68
2025-03-28,P007,Coffee Maker,Home Appliances,10,800,165
2025-03-29,P001,Winter Coat,Clothing,3,300,88
2025-03-29,P002,T-Shirt,Clothing,6,150,39
2025-03-29,P003,Chocolate Box,Food,20,400,79
2025-03-29,P004,LED TV,Electronics,9,3600,83
2025-03-29,P005,Notebook Pack,Stationery,14,70,81
2025-03-29,P006,Rain Jacket,Clothing,5,300,32
2025-03-29,P007,Coffee Maker,Home Appliances,5,400,67
2025-03-30,P001,Winter Coat,Clothing,0,0,187
2025-03-30,P002,T-Shirt,Clothing,5,125,82
2025-03-30,P003,Chocolate Box,Food,16,320,11
2025-03-30,P004,LED TV,Electronics,5,2000,121
2025-03-30,P005,Notebook Pack,Stationery,2,10,17
2025-03-30,P006,Rain Jacket,Clothing,2,120,83
2025-03-30,P007,Coffee Maker,Home Appliances,16,1280,65
2025-03-31,P001,Winter Coat,Clothing,5,500,182
2025-03-31,P002,T-Shirt,Clothing,14,350,160
2025-03-31,P003,Chocolate Box,Food,19,380,78
2025-03-31,P004,LED TV,Electronics,10,4000,174
2025-03-31,P005,Notebook Pack,Stationery,16,80,146
2025-03-31,P006,Rain Jacket,Clothing,4,240,154
2025-03-31,P007,Coffee Maker,Home Appliances,21,1680,162
2025-04-01,P001,Winter Coat,Clothing,5,500,140
2025-04-01,P002,T-Shirt,Clothing,19,475,113
2025-04-01,P003,Chocolate Box,Food,9,180,66
2025-04-01,P004,LED TV,Electronics,14,5600,200
2025-04-01,P005,Notebook Pack,Stationery,8,40,109
2025-04-01,P006,Rain Jacket,Clothing,1,60,134
2025-04-01,P007,Coffee Maker,Home Appliances,21,1680,101
2025-04-02,P001,Winter Coat,Clothing,2,200,32
2025-04-02,P002,T-Shirt,Clothing,18,450,157
2025-04-02,P003,Chocolate Box,Food,10,200,34
2025-04-02,P004,LED TV,Electronics,16,6400,196
2025-04-02,P005,Notebook Pack,Stationery,23,115,171
2025-04-02,P006,Rain Jacket,Clothing,1,60,63
2025-04-02,P007,Coffee Maker,Home Appliances,6,480,179
2025-04-03,P001,Winter Coat,Clothing,5,500,126
2025-04-03,P002,T-Shirt,Clothing,8,200,49
2025-04-03,P003,Chocolate Box,Food,18,360,187
2025-04-03,P004,LED TV,Electronics,7,2800,176
2025-04-03,P005,Notebook Pack,Stationery,12,60,68
2025-04-03,P006,Rain Jacket,Clothing,4,240,24
2025-04-03,P007,Coffee Maker,Home Appliances,16,1280,136
2025-04-04,P001,Winter Coat,Clothing,0,0,93
2025-04-04,P002,T-Shirt,Clothing,3,75,92
2025-04-04,P003,Chocolate Box,Food,19,380,200
2025-04-04,P004,LED TV,Electronics,24,9600,153
2025-04-04,P005,Notebook Pack,Stationery,11,55,135
2025-04-04,P006,Rain Jacket,Clothing,2,120,54
2025-04-04,P007,Coffee Maker,Home Appliances,16,1280,63
2025-04-05,P001,Winter Coat,Clothing,5,500,183
2025-04-05,P002,T-Shirt,Clothing,23,575,9
2025-04-05,P003,Chocolate Box,Food,7,140,160
2025-04-05,P004,LED TV,Electronics,17,6800,80
2025-04-05,P005,Notebook Pack,Stationery,5,25,148
2025-04-05,P006,Rain Jacket,Clothing,1,60,28
2025-04-05,P007,Coffee Maker,Home Appliances,12,960,35
2025-04-06,P001,Winter Coat,Clothing,1,100,85
2025-04-06,P002,T-Shirt,Clothing,19,475,96
2025-04-06,P003,Chocolate Box,Food,14,280,80
2025-04-06,P004,LED TV,Electronics,14,5600,14
2025-04-06,P005,Notebook Pack,Stationery,20,100,184
2025-04-06,P006,Rain Jacket,Clothing,3,180,181
2025-04-06,P007,Coffee Maker,Home Appliances,19,1520,56
2025-04-07,P001,Winter Coat,Clothing,2,200,131
2025-04-07,P002,T-Shirt,Clothing,7,175,20
2025-04-07,P003,Chocolate Box,Food,5,100,93
2025-04-07,P004,LED TV,Electronics,4,1600,144
2025-04-07,P005,Notebook Pack,Stationery,15,75,81
2025-04-07,P006,Rain Jacket,Clothing,3,180,142
2025-04-07,P007,Coffee Maker,Home Appliances,16,1280,16
2025-04-08,P001,Winter Coat,Clothing,2,200,10
2025-04-08,P002,T-Shirt,Clothing,19,475,8
2025-04-08,P003,Chocolate Box,Food,12,240,189
2025-04-08,P004,LED TV,Electronics,8,3200,106
2025-04-08,P005,Notebook Pack,Stationery,5,25,193
2025-04-08,P006,Rain Jacket,Clothing,1,60,197
2025-04-08,P007,Coffee Maker,Home Appliances,25,2000,36
2025-04-09,P001,Winter Coat,Clothing,3,300,151
2025-04-09,P002,T-Shirt,Clothing,14,350,185
2025-04-09,P003,Chocolate Box,Food,16,320,186
2025-04-09,P004,LED TV,Electronics,5,2000,154
2025-04-09,P005,Notebook Pack,Stationery,5,25,178
2025-04-09,P006,Rain Jacket,Clothing,3,180,143
2025-04-09,P007,Coffee Maker,Home Appliances,15,1200,172
2025-04-10,P001,Winter Coat,Clothing,1,100,180
2025-04-10,P002,T-Shirt,Clothing,8,200,117
2025-04-10,P003,Chocolate Box,Food,8,160,111
2025-04-10,P004,LED TV,Electronics,9,3600,29
2025-04-10,P005,Notebook Pack,Stationery,16,80,96
2025-04-10,P006,Rain Jacket,Clothing,1,60,185
2025-04-10,P007,Coffee Maker,Home Appliances,5,400,17
2025-04-11,P001,Winter Coat,Clothing,4,400,143
2025-04-11,P002,T-Shirt,Clothing,13,325,24
2025-04-11,P003,Chocolate Box,Food,20,400,143
2025-04-11,P004,LED TV,Electronics,15,6000,9
2025-04-11,P005,Notebook Pack,Stationery,23,115,79
2025-04-11,P006,Rain Jacket,Clothing,2,120,68
2025-04-11,P007,Coffee Maker,Home Appliances,23,1840,147
2025-04-12,P001,Winter Coat,Clothing,4,400,196
2025-04-12,P002,T-Shirt,Clothing,19,475,34
2025-04-12,P003,Chocolate Box,Food,12,240,60
2025-04-12,P004,LED TV,Electronics,12,4800,44
2025-04-12,P005,Notebook Pack,Stationery,11,55,80
2025-04-12,P006,Rain Jacket,Clothing,5,300,24
2025-04-12,P007,Coffee Maker,Home Appliances,13,1040,23
2025-04-13,P001,Winter Coat,Clothing,0,0,139
2025-04-13,P002,T-Shirt,Clothing,25,625,63
2025-04-13,P003,Chocolate Box,Food,16,320,81
2025-04-13,P004,LED TV,Electronics,16,6400,115
2025-04-13,P005,Notebook Pack,Stationery,5,25,99
2025-04-13,P006,Rain Jacket,Clothing,3,180,112
2025-04-13,P007,Coffee Maker,Home Appliances,15,1200,72
2025-04-14,P001,Winter Coat,Clothing,4,400,111
2025-04-14,P002,T-Shirt,Clothing,14,350,122
2025-04-14,P003,Chocolate Box,Food,19,380,133
2025-04-14,P004,LED TV,Electronics,24,9600,5
2025-04-14,P005,Notebook Pack,Stationery,24,120,29
2025-04-14,P006,Rain Jacket,Clothing,5,300,70
2025-04-14,P007,Coffee Maker,Home Appliances,13,1040,22
2025-04-15,P001,Winter Coat,Clothing,2,200,105
2025-04-15,P002,T-Shirt,Clothing,22,550,130
2025-04-15,P003,Chocolate Box,Food,15,300,76
2025-04-15,P004,LED TV,Electronics,9,3600,114
2025-04-15,P005,Notebook Pack,Stationery,17,85,56
2025-04-15,P006,Rain Jacket,Clothing,4,240,115
2025-04-15,P007,Coffee Maker,Home Appliances,2,160,54
2025-04-16,P001,Winter Coat,Clothing,4,400,47
2025-04-16,P002,T-Shirt,Clothing,21,525,20
2025-04-16,P003,Chocolate Box,Food,19,380,15
2025-04-16,P004,LED TV,Electronics,24,9600,6
2025-04-16,P005,Notebook Pack,Stationery,4,20,165
2025-04-16,P006,Rain Jacket,Clothing,3,180,59
2025-04-16,P007,Coffee Maker,Home Appliances,22,1760,93
2025-04-17,P001,Winter Coat,Clothing,2,200,127
2025-04-17,P002,T-Shirt,Clothing,23,575,19
2025-04-17,P003,Chocolate Box,Food,9,180,156
2025-04-17,P004,LED TV,Electronics,22,8800,80
2025-04-17,P005,Notebook Pack,Stationery,16,80,178
2025-04-17,P006,Rain Jacket,Clothing,3,180,89
2025-04-17,P007,Coffee Maker,Home Appliances,21,1680,76
2025-04-18,P001,Winter Coat,Clothing,4,400,46
2025-04-18,P002,T-Shirt,Clothing,17,425,124
2025-04-18,P003,Chocolate Box,Food,5,100,51
2025-04-18,P004,LED TV,Electronics,11,4400,196
2025-04-18,P005,Notebook Pack,Stationery,4,20,20
2025-04-18,P006,Rain Jacket,Clothing,5,300,176
2025-04-18,P007,Coffee Maker,Home Appliances,6,480,33
2025-04-19,P001,Winter Coat,Clothing,1,100,174
2025-04-19,P002,T-Shirt,Clothing,5,125,46
2025-04-19,P003,Chocolate Box,Food,9,180,120
2025-04-19,P004,LED TV,Electronics,21,8400,189
2025-04-19,P005,Notebook Pack,Stationery,23,115,166
2025-04-19,P006,Rain Jacket,Clothing,1,60,8
2025-04-19,P007,Coffee Maker,Home Appliances,11,880,94
2025-04-20,P001,Winter Coat,Clothing,3,300,117
2025-04-20,P002,T-Shirt,Clothing,11,275,150
2025-04-20,P003,Chocolate Box,Food,16,320,79
2025-04-20,P004,LED TV,Electronics,5,2000,147
2025-04-20,P005,Notebook Pack,Stationery,14,70,16
2025-04-20,P006,Rain Jacket,Clothing,2,120,102
2025-04-20,P007,Coffee Maker,Home Appliances,15,1200,153
2025-04-21,P001,Winter Coat,Clothing,4,400,44
2025-04-21,P002,T-Shirt,Clothing,18,450,167
2025-04-21,P003,Chocolate Box,Food,17,340,103
2025-04-21,P004,LED TV,Electronics,10,4000,82
2025-04-21,P005,Notebook Pack,Stationery,2,10,184
2025-04-21,P006,Rain Jacket,Clothing,5,300,119
2025-04-21,P007,Coffee Maker,Home Appliances,25,2000,93
2025-04-22,P001,Winter Coat,Clothing,0,0,17
2025-04-22,P002,T-Shirt,Clothing,5,125,119
2025-04-22,P003,Chocolate Box,Food,16,320,122
2025-04-22,P004,LED TV,Electronics,18,7200,163
2025-04-22,P005,Notebook Pack,Stationery,12,60,45
2025-04-22,P006,Rain Jacket,Clothing,3,180,88
2025-04-22,P007,Coffee Maker,Home Appliances,14,1120,160
2025-04-23,P001,Winter Coat,Clothing,5,500,178
2025-04-23,P002,T-Shirt,Clothing,23,575,194
2025-04-23,P003,Chocolate Box,Food,10,200,162
2025-04-23,P004,LED TV,Electronics,3,1200,122
2025-04-23,P005,Notebook Pack,Stationery,8,40,61
2025-04-23,P006,Rain Jacket,Clothing,3,180,144
2025-04-23,P007,Coffee Maker,Home Appliances,7,560,135
2025-04-24,P001,Winter Coat,Clothing,1,100,183
2025-04-24,P002,T-Shirt,Clothing,24,600,7
2025-04-24,P003,Chocolate Box,Food,9,180,106
2025-04-24,P004,LED TV,Electronics,17,6800,166
2025-04-24,P005,Notebook Pack,Stationery,21,105,127
2025-04-24,P006,Rain Jacket,Clothing,5,300,198
2025-04-24,P007,Coffee Maker,Home Appliances,15,1200,72
2025-04-25,P001,Winter Coat,Clothing,3,300,171
2025-04-25,P002,T-Shirt,Clothing,14,350,30
2025-04-25,P003,Chocolate Box,Food,18,360,191
2025-04-25,P004,LED TV,Electronics,2,800,21
2025-04-25,P005,Notebook Pack,Stationery,10,50,125
2025-04-25,P006,Rain Jacket,Clothing,2,120,157
2025-04-25,P007,Coffee Maker,Home Appliances,14,1120,21
2025-04-26,P001,Winter Coat,Clothing,5,500,147
2025-04-26,P002,T-Shirt,Clothing,20,500,134
2025-04-26,P003,Chocolate Box,Food,19,380,143
2025-04-26,P004,LED TV,Electronics,15,6000,99
